Package Name	Version	Top-level Module	Apt_version
networking-sfc	10.0.0	networking_sfc	10.0.0-0ubuntu0.20.04.1
networkmanager	#	#	2.1-2
networkx	2.4	networkx	2.4-3ubuntu1
neuron	7.6.3	neuron	7.6.3-1build4
neutron-dynamic-routing	$	neutron_dynamic_routing	2:16.0.0-0ubuntu0.20.04.1
neutron-fwaas-dashboard	$	neutron_fwaas_dashboard	1:3.0.0-0ubuntu0.20.04.1
neutron-fwaas	$	neutron_fwaas	1:16.0.0-0ubuntu0.20.04.1
neutron-lib	2.3.0	neutron_lib	2.3.0-0ubuntu1
neutron-taas	$	neutron_taas	6.0.1~git2020021315.0fc14ac-0ubuntu1
neutron-tempest-plugin	$	neutron_tempest_plugin	0.2.0-1
neutron-vpnaas-dashboard	$	neutron_vpnaas_dashboard	1.6.0-2
neutron-vpnaas	$	neutron_vpnaas	2:16.0.0-0ubuntu0.20.04.1
neutron	$	neutron	2:16.4.2-0ubuntu4
neutronclient	$	neutronclient	1:7.1.1-0ubuntu1
newt	#	#	0.52.21-4ubuntu2
newt	#	#	0.52.21-4ubuntu2
nfs-ganesha	#	#	3.0.3-0ubuntu3.2
nftables	$	nftables	0.9.3-2
ngs	$	ngs	2.10.2-1
nibabel	2.5.1	nibabel	2.5.1-3
nine	$	nine	1.1.0-1
nipy-lib-dbg	#	#	0.4.2-3
nipy-lib	#	#	0.4.2-3
nipy	0.4.2	nipy	0.4.2-3
nitime	0.8.1	nitime	0.8.1-2
nlopt	2.6.1	nlopt	2.6.1-8ubuntu2
nltk	3.4.5	nltk	3.4.5-2
nmap	0.6.1	nmap	0.6.1-1.1
nmea2	#	#	1.15.0-1.2
nodelet-topic-tools	$	nodelet_topic_tools	1.9.16-2build2
nodelet	$	nodelet	1.9.16-2build2
noise	1.2.3	noise	1.2.3-3
nordugrid-arc	#	#	6.4.1-1build2
nose-cov	$	nose_cov	1.6-0ubuntu3
nose-exclude	$	nose_exclude	0.5.0-2
nose-json	$	nose_json	0.2.4-0ubuntu2
nose-parameterized	$	nose_parameterized	0.3.4-5
nose-random	0.0.1	nose_random	1.0.0-2
nose-timer	#	#	0.3.0-3
nose-yanc	#	#	0.3.3-3.1
nose2-cov	$	nose2_cov	1.0a4-3
nose2	0.9.1	nose2	0.9.1-3ubuntu3
nose	1.3.7	nose	1.3.7-5
nosehtmloutput	#	#	0.0.5-2
nosexcover	$	nosexcover	1.0.11-1.2
notebook	6.0.3	notebook	6.0.3-2ubuntu0.1
notify2	$	notify2	0.3-4
notmuch	$	notmuch	0.29.3-1ubuntu2
nototools	$	nototools	0.2.0-1.1
nova	$	nova	2:21.2.4-0ubuntu2
novaagent	2.1.18	novaagent	2.1.18-0ubuntu1
novnc	$	novnc	1:1.0.0-2
nox	$	nox	2019.5.30-2
nss	1.0.0	nss	1.0.0-2build1
ntlm-auth	$	ntlm_auth	1.1.0-1
ntp	$	ntp	1.1.8+dfsg1-4build1
ntplib	$	ntplib	0.3.3-2
nudatus	$	nudatus	0.0.4-1
num2words	$	num2words	0.5.6-1
numba	0.48.0	numba	0.48.0-1build1
numcodecs	0.6.4+ds	numcodecs	0.6.4+ds-1build1
numexpr-dbg	#	#	2.7.1-1build1
numexpr	2.7.1	numexpr	2.7.1-1build1
numpy-dbg	#	#	1:1.17.4-5ubuntu3
numpy	1.17.4	numpy	1:1.17.4-5ubuntu3
numpydoc	0.7.0	numpydoc	0.7.0-2
numpysane	0.21	numpysane	0.21-1
nwdiag	1.0.4	nwdiag	1.0.4+dfsg-1.1
nxs	$	nxs	4.4.1-2
oauth2client	4.1.2	oauth2client	4.1.2-5
oauth	$	oauth	1.0.1-6ubuntu1
objgraph	3.4.1	objgraph	3.4.1-2
obsub	0.2	obsub	0.2-4
odb-api	#	#	0.18.1-10build1
odf	$	odf	1.4.0-3
odil	$	odil	0.11.0-1build1
odoorpc	0.5.1	odoorpc	0.5.1-2
offtrac	$	offtrac	0.1.0-2
ofxclient	2.0.4	ofxclient	2.0.4-2build1
ofxhome	0.3.3	ofxhome	0.3.3-3build1
ofxparse	0.19	ofxparse	0.19-2build1
ogre-1.12	#	#	1.12.4+dfsg1-4
okasha-examples	#	#	0.2.4-4
okasha	$	okasha	0.2.4-4
olefile	0.46	olefile	0.46-2
olm	$	olm	3.1.3+dfsg-2build2
omemo-backend-signal	0.2.3	omemo_backend_signal	0.2.3-1.1
omemo	0.10.3	omemo	0.10.3-1.1
omg	0.4.0	omg	0.4.0-2
onedrivesdk	$	onedrivesdk	1.1.8-2
ontospy	1.9.8.3	ontospy	1.9.8.3~dfsg-1
ooolib	$	ooolib	0.0.22-5
oops-datedir-repo	&	&	0.0.24-0ubuntu2
oops	(0, 0, 14, 'final', 0)	oops	0.0.14-0ubuntu2
opcua	$	opcua	0.98.9-1
openbabel	3.0.0	openbabel	3.0.0+dfsg-3ubuntu3
opencv-apps	$	opencv_apps	1.12.0-3build3
opencv	#	#	4.2.0+dfsg-5
openems	#	#	0.0.35+git20190103.6a75e98+dfsg.1-2ubuntu3
openflow	#	#	2019.2-1
opengl	#	#	3.1.0+dfsg-2build1
openid-cla	$	openid_cla	1.2-2
openid-teams	$	openid_teams	1.2-2
openid	3.1.0	openid	3.1.0-1
openimageio	#	#	2.1.12.0~dfsg0-1
openpyxl	3.0.3	openpyxl	3.0.3-1
openrazer	$	openrazer	2.5.0+dfsg-1ubuntu2
openshot	$	openshot	0.2.2+dfsg1-1ubuntu3
openslide	1.1.1	openslide	1.1.1-4.1build1
openstack.nose-plugin	$	openstack	0.11-5
openstackclient	5.2.0	openstackclient	5.2.0-0ubuntu1.20.04.1
openstackdocstheme	$	openstackdocstheme	2.0.1-0ubuntu1
opentimestamps	0.4.1	opentimestamps	0.4.1-1
openturns	1.14	openturns	1.14-1ubuntu3
openvdb	#	#	6.2.1-8ubuntu1.1
openvswitch	#	#	2.13.8-0ubuntu1
optlang	1.4.4	optlang	1.4.4-2
orbit-predictor	$	orbit_predictor	1.9.3-1
orcus	$	orcus	0.15.3-3build2
orderedattrdict	$	orderedattrdict	1.5.1-1
orderedmultidict	1.0	orderedmultidict	1.0-3
os-api-ref	2.0.1	os_api_ref	2.0.1-0ubuntu1
os-apply-config	$	os_apply_config	10.4.1-3build1
os-brick	$	os_brick	3.0.8-0ubuntu1
os-client-config	1.31.2	os_client_config	1.31.2-0ubuntu2
os-collect-config	$	os_collect_config	10.4.0-2build1
os-faults	$	os_faults	0.2.1-3
os-ken	1.0.0	os_ken	1.0.0-0ubuntu1.1
os-refresh-config	$	os_refresh_config	10.1.0-3build1
os-resource-classes	$	os_resource_classes	1.0.0-0ubuntu1
os-service-types	1.7.0	os_service_types	1.7.0-0ubuntu1
os-testr	1.1.0	os_testr	1.1.0-2ubuntu1
os-traits	2.3.0	os_traits	2.3.0-0ubuntu1
os-vif	$	os_vif	2.0.0-0ubuntu2
os-win	5.0.1	os_win	5.0.1-0ubuntu1
os-xenapi	0.3.4	os_xenapi	0.3.4-0ubuntu3
osc-lib	2.0.0	osc_lib	2.0.0-0ubuntu1
osc-placement	1.7.0	osc_placement	1.7.0-2
oslo.cache	#	#	2.3.0-0ubuntu1
oslo.concurrency	#	#	4.0.2-0ubuntu1
oslo.config	#	#	1:8.0.2-0ubuntu1
oslo.context	#	#	1:3.0.2-0ubuntu1
oslo.db	#	#	8.1.0-0ubuntu1
oslo.i18n	#	#	4.0.1-0ubuntu1
oslo.log	#	#	4.1.1-0ubuntu1
oslo.messaging	#	#	12.1.6-0ubuntu1
oslo.middleware	#	#	4.0.2-0ubuntu1
oslo.policy	#	#	3.1.0-0ubuntu1.1
oslo.privsep	#	#	2.1.1-0ubuntu1
oslo.reports	#	#	2.0.1-0ubuntu1
oslo.rootwrap	#	#	6.0.2-0ubuntu1
oslo.serialization	#	#	3.1.1-0ubuntu1
oslo.service	#	#	2.1.1-0ubuntu1.1
oslo.upgradecheck	1.0.1	#	1.0.1-0ubuntu1
oslo.utils	4.1.1	#	4.1.1-0ubuntu1.1
oslo.versionedobjects	2.0.1	#	2.0.1-0ubuntu1
oslo.vmware	3.3.1	#	3.3.1-0ubuntu1
oslosphinx	4.18.0	oslosphinx	4.18.0-4
oslotest	4.2.0	oslotest	1:4.2.0-0ubuntu1
osmapi	1.2.2	osmapi	1.2.2-3
osmnx	0.11.4	osmnx	0.11.4+ds-1ubuntu1
osprofiler	3.1.0	osprofiler	3.1.0-0ubuntu1
ospurge	2.0.10.dev11	ospurge	2.0.0+2019.10.11.git.990287677b-2
othman	0.6.0	othman	0.6.0-2
outcome	1.0.1	outcome	1.0.1-1
overpass	0.6.1	overpass	0.6.1-2
overpy	0.4	overpy	0.4-2
ovn-octavia-provider	0.1.0	ovn_octavia_provider	0.1.0-0ubuntu1
ovsdbapp	1.1.0	ovsdbapp	1.1.0-0ubuntu2
owslib	0.19.1	owslib	0.19.1-1
packaging	20.3	packaging	20.3-1
pacparser	1	pacparser	1.3.6-1.2
padme	1.1.1	padme	1.1.1-3
pafy	0.5.2	pafy	0.5.2-2
pager	3.3	pager	3.3-2
paho-mqtt	1.5.0	#	1.5.0-1
pallets-sphinx-themes	1.2.3	pallets_sphinx_themes	1.2.3-1
pam-dbg	#	#	0.4.2-13.2ubuntu8
pam	1.8.4	pam	0.4.2-13.2ubuntu8
pampy	#	#	1.8.4-2
pamqp	2.3.0	pamqp	2.3.0-2
pandas-lib	#	#	0.25.3+dfsg-7
pandas	0.25.3	pandas	0.25.3+dfsg-7
pandocfilters	1.4.2	pandocfilters	1.4.2-2
panko	8.0.0	panko	8.0.0-0ubuntu0.20.04.1
pankoclient	0.4.0	pankoclient	0.4.0-0ubuntu1
panoramisk	1.0	panoramisk	1.0-1.2
panwid	0.3.0.dev15	panwid	0.3.0.dev15-1
parallax	1.0.5	parallax	1.0.5-1
parallel	$	parallel	0.2.2-4
parameterized	0.7.0	parameterized	0.7.0-2
paramiko	2.6.0	paramiko	2.6.0-2ubuntu0.1
paraview	$	paraview	5.7.0-4ubuntu9
parfive	1.0.0	parfive	1.0.0-2
parse-type	0.3.4	parse_type	0.3.4-3
parse	1.6.6	parse	1.6.6-0.2build1
parsedatetime	2.4	parsedatetime	2.4-5
parsel	1.5.2	parsel	1.5.2-1
parso	0.5.2	parso	0.5.2-1ubuntu1
partd	1.0.0	partd	1.0.0-1
parted	$	parted	3.11.2-11.1build1
passlib	1.7.2	passlib	1.7.2-1
paste	3.4.0	paste	3.4.0+dfsg1-1
pastedeploy	2.1.0	#	2.1.0-1
pastescript	2.0.2	#	2.0.2-4
path-and-address	2.0.1	path_and_address	2.0.1-2
path	12.0.1	path	12.0.1-2
pathspec	0.7.0	pathspec	0.7.0-1
pathtools	0.1.2	pathtools	0.1.2-4
patiencediff	(0, 1, 0)	patiencediff	0.1.0-2build2
patsy	0.5.1	patsy	0.5.1-1
pattern	3.6	pattern	2.6+git20180818-2
paypal	1.2.5	paypal	1.2.5-3
pbbanana	#	#	15.8.24+dfsg-4
pbconsensuscore	#	#	1.1.1+dfsg-2build1
pbcore	2.0.1	pbcore	1.7.1+git20200206.d66cbbf+dfsg-1
pbkdf2	1.3	pbkdf2	1.3+20110613.git2a0fb15~ds0-3.1
pbr	5.4.5	pbr	5.4.5-0ubuntu1
pbsuite-utils	#	#	15.8.24+dfsg-4
pcapy	0.11.4	pcapy	0.11.4-2build1
pcbasic-doc	#	#	2.0.2-2
pcbasic	2.0.2	pcbasic	2.0.2-2
pcl-msgs	$	pcl_msgs	0.2.0-10
pcl	$	pcl	0.3.0~rc1+dfsg-8build3
pcp	5.0	pcp	5.0.3-1
pdal	2.2.2	pdal	2.2.2+ds-1build2
pdfkit	0.6.1	pdfkit	0.6.1-2
pdfminer	20191020	pdfminer	20191020+dfsg-2
pdfrw	0.4	pdfrw	0.4-2.1
peakutils	1.3.3	peakutils	1.3.3+ds-1
pebble	4.5.3	pebble	4.5.3-1~20.04
pecan	1.3.3	pecan	1.3.3-3ubuntu1
peewee	3.7.0	peewee	3.7.0+dfsg-2build2
pefile	2019.4.18	pefile	2019.4.18-1.1
pem	19.1.0	pem	19.1.0-1
pep517	0.8.2	pep517	0.8.2-1
pep8-naming	0.9.1	#	0.9.1-1
pep8	1.7.1	pep8	1.7.1-9ubuntu1
periodictable	1.5.2	periodictable	1.5.2-1
periphery	2.0.1	periphery	2.0.1-1
persist-queue	0.4.0	#	0.4.0-1
persistent	4.4.3	persistent	4.4.3-0ubuntu4
petname	2.6	petname	2.6-0ubuntu2
petsc4py-complex	3.12.0	petsc4py_complex	3.12.0-4build1
petsc4py-real	3.12.0	petsc4py_real	3.12.0-4build1
petsc4py	3.12.0	petsc4py	3.12.0-4build1
pex	1.1.14	pex	1.1.14-3ubuntu2
pexpect	4.6.0	pexpect	4.6.0-1build1
pg8000	1.10.6	pg8000	1.10.6-2build1
pgbouncer	(0, 0, 7, 'beta', 0)	pgbouncer	0.0.9-3
pgmagick	0.7.5	pgmagick	0.7.5-1build1
pgpdump	1.5	pgpdump	1.5-2build1
pgpy-doc	#	#	0.5.2-2
pgpy	0.5.2	pgpy	0.5.2-2
pgq	3.3	pgq	3.3.0-2
pgspecial	1.9.0	pgspecial	1.9.0-2
pgzero	1.2	pgzero	1.2.post4+dfsg-2
phabricator	0.7.0	phabricator	0.7.0-1ubuntu2
phat	1.5.0	phat	1.5-3build2
phonenumbers	8.9.10	phonenumbers	8.9.10-2
photutils	0.7.2	photutils	0.7.2-1build1
phply	1.2.5	phply	1.2.5-4
phpserialize	1.3	phpserialize	1.3-1.1
picklable-itertools	0.1.1	picklable_itertools	0.1.1-3
pickleshare	0.7.5	pickleshare	0.7.5-2
piexif	1.0.13	piexif	1.0.13-3
pigpio	1.42	pigpio	1.68-4
pika-pool	0.1.3	pika_pool	0.1.3-4
pika	0.11.0	pika	0.11.0-5
pikepdf	1.10.3+dfsg	pikepdf	1.10.3+dfsg-1
pil-dbg	#	#	7.0.0-4ubuntu0.6
pil.imagetk-dbg	#	#	7.0.0-4ubuntu0.6
pil.imagetk	#	#	7.0.0-4ubuntu0.6
pil	#	#	7.0.0-4ubuntu0.6
pilkit	2.0	pilkit	2.0-3
pint	0.10.1	pint	0.10.1-1
pip	20.0.2	pip	20.0.2-5ubuntu1.6
pipdeptree	0.13.2	pipdeptree	0.13.2-1build1
piston-mini-client	0.7.4	piston_mini_client	0.7.5-0ubuntu7
pivy	0.6.5	pivy	0.6.5-1build2
pkg-resources	$	pkg_resources	45.2.0-1
pkgconfig	1.5.1	pkgconfig	1.5.1-3
pkginfo	1.4.2	pkginfo	1.4.2-3
pki-base	#	#	10.8.3-1ubuntu1
plac	0.9.6	plac	0.9.6-1
placement	$	placement	3.0.1-0ubuntu1
plaster-pastedeploy	0.5	plaster_pastedeploy	0.5-3
plaster	1.0	plaster	1.0-2
plastex	2.1	#	2.1-1
plist	$	plist	2.1.0-4build2
plist	$	plist	2.1.0-4build2
plotly	4.4.1	plotly	4.4.1+dfsg-1
plplot-qt	#	#	5.15.0+dfsg-12ubuntu1
plplot	$	plplot	5.15.0+dfsg-12ubuntu1
pluggy	0.13.0	pluggy	0.13.0-2
pluginbase	1.0.0	pluginbase	1.0.0-2
plumbum	(1, 6, 8)	plumbum	1.6.8-1
ply	3.11	ply	3.11-3ubuntu0.1
plyvel	1.2.0	plyvel	1.2.0-1build1
png	0.0.20	png	0.0.20+ds-2
pocket-lint	#	#	0.5.31-0ubuntu4
pocketsphinx	$	pocketsphinx	0.8.0+real5prealpha+1-6ubuntu4
podcastparser	0.6.4	podcastparser	0.6.4-1
poezio-poopt	#	#	0.12.1-3build2
poliastro	0.13.1	poliastro	0.13.1-1
polib	1.1.0	polib	1.1.0-7
polled-camera	$	polled_camera	1.11.13-6build2
pomegranate	0.12.0	pomegranate	0.12.0+dfsg-2build1
pony	0.7.11	pony	0.7.11-1
popcon	2.0.3	popcon	2.0.3
poppler-qt5	#	#	0.24.2-3build7
port-for	0.4	port_for	0.4-2
portalocker	1.5.1	portalocker	1.5.1-1
portend	2.6	portend	2.6-1
portio	0.5	portio	0.5-2build1
portpicker	1.3.1	portpicker	1.3.1-3
posix-ipc	0.9.8	posix_ipc	0.9.8-3build4
postgresfixture	0.4.2	postgresfixture	0.4.2-1
postgresql	$	postgresql	1.2.1+git20180803.ef7b9a9-2build1
potr	$	potr	1.0.2-2
power	1.4	power	1.4+dfsg-4
powerline-gitstatus	1.3.1	powerline_gitstatus	1.3.1-1
powerline-taskwarrior	0.7.2	powerline_taskwarrior	0.7.2-1.1
powerline	$	powerline	2.7-3
ppl	$	ppl	0.8.4-4
pprofile	2.0.2	pprofile	2.0.2-2
praw	6.1.1	praw	6.1.1-2
prawcore	1.0.1	prawcore	1.0.1-1
prctl	$	prctl	1.7-2build2
precis-i18n	1.0.0	precis_i18n	1.0.0-1
preggy	1.4.4	preggy	1.4.4-1
prelude	5.1.1	prelude	5.1.1-5
prelude	5.1.1	prelude	5.1.1-5
preshed	2.0.1	preshed	2.0.1-1build2
presto	0.5.13	presto	0.5.13-2
pretend	1.0.8	pretend	1.0.8-2build1
pretty-yaml	#	#	19.12.0-1
prettytable	0.7.2	prettytable	0.7.2-5
priority	1.3.0	priority	1.3.0-3
problem-report	$	problem_report	2.20.11-0ubuntu27.25
proboscis	1.2.6.0	proboscis	1.2.6.0-5
profitbricks	4.1.2	profitbricks	4.1.3-3
progress	1.5	progress	1.5-1
progressbar	2.5	progressbar	2.5-2
project-generator-definitions	0.2.40	project_generator_definitions	0.2.40-1
project-generator	0.9.17	project_generator	0.9.17-1
proliantutils	2.9.2	proliantutils	2.9.2-1
prometheus-client	0.7.1	prometheus_client	0.7.1-1.1
prompt-toolkit	2.0.10	prompt_toolkit	2.0.10-2
proselint	0.10.2	proselint	0.10.2-1
protego	0.1.16	protego	0.1.16+dfsg-1
protobix	1.0.2	protobix	1.0.2-5
protobuf	3.6.1	#	3.6.1.3-2ubuntu5
protobuf	3.6.1	#	3.6.1.3-2ubuntu5
prov	1.5.2	prov	1.5.2-2
proxmoxer	1.0.3	proxmoxer	1.0.3-2
psautohint	1.9.3c1	psautohint	1.9.3c1-1build1
pskc	1.1	pskc	1.1-3
psutil-dbg	#	#	5.5.1-1ubuntu4
psutil	5.5.1	psutil	5.5.1-1ubuntu4
psycogreen	1.0.1	psycogreen	1.0.1-1
psycopg2-dbg	#	#	2.8.4-2
psycopg2	2.8.4 (dt dec pq3 ext lo64)	psycopg2	2.8.4-2
ptable	&	&	0.9.2-2
ptk	1.3.6	ptk	1.3.6-2
ptrace	$	ptrace	0.9.3-2.2build1
ptyprocess	0.6.0	ptyprocess	0.6.0-1ubuntu1
public	0.5	public	0.5-1
publicsuffix2	2.20191221	publicsuffix2	2.20191221-2
pubsub	4.0.3	pubsub	4.0.3-4
pudb	2019.2	pudb	2019.2-1
pulp	1.6.0	pulp	1.6.0+dfsg1-5
pure-sasl	0.5.1	#	0.5.1+dfsg1-2
purl	1.5	purl	1.5-2
pwquality	1.4.2	pwquality	1.4.2-1build1
py-zipkin	0.15.0	py_zipkin	0.15.0-1
py2bit	0.3.0	py2bit	0.3.0-3build1
py	1.8.1	py	1.8.1-1ubuntu0.1
pyaes	1.6.1	pyaes	1.6.1-3
pyaff4	0.26.post6	pyaff4	0.27+really0.26.post6-1
pyagentx	0.4.1	pyagentx	0.4.1-5
pyalsa	1.1.6	pyalsa	1.1.6-2build2
pyani	0.2.10	pyani	0.2.10-1
pyao-dbg	#	#	0.82+ds1-1build1
pyao	1.2	#	0.82+ds1-1build1
pyasn1-modules	0.2.1	pyasn1_modules	0.2.1-0.2build1
pyasn1	0.4.2	pyasn1	0.4.2-3build1
pyassimp	4.1.4	pyassimp	5.0.1~ds0-1build1
pyatspi	(1, 9, 0)	pyatspi	2.36.0-1
pyaudio	0.2.11	pyaudio	0.2.11-1.1build1
pyavm	0.9.4	pyavm	0.9.4-6
pyaxmlparser	0.3.24	pyaxmlparser	0.3.24-1
pybadges	2.2.1	pybadges	2.2.1-1
pybedtools	0.8.0	pybedtools	0.8.0-3build1
pybel	0.12.1	pybel	0.12.1-1
pybigwig	0.3.17	#	0.3.17-1build2
pybind11	2.4.3	pybind11	2.4.3-2build2
pybindgen	0.20.0	pybindgen	0.20.0+dfsg1-2
pybtex-docutils	0.2.1	pybtex_docutils	0.2.1-1
pybtex	0.21	pybtex	0.21-4
pycadf	2.10.0	pycadf	2.10.0-2
pycallgraph	1.1.3	pycallgraph	1.1.3-1
pycangjie	#	#	1.3-2
pycares	3.1.1	pycares	3.1.1-1build1
pychromecast	0.7.6	pychromecast	4.1.0-1
pycifrw	4.4	#	4.4-2build1
pyclamd	0.4.0	pyclamd	0.4.0-2
pyclipper	1.1.0.post2	pyclipper	1.1.0.post2-3build1
pycoast	1.3.2	pycoast	1.3.2+dfsg-1
pycodcif	2.10	pycodcif	2.10+dfsg-1
pycodestyle	2.5.0	pycodestyle	2.5.0-2
pycosat	0.6.3	pycosat	0.6.3+dfsg-1build1
pycountry	19.8.18	pycountry	19.8.18+ds1-2
pycparser	2.19	pycparser	2.19-1ubuntu1
pycryptodome	#	#	3.6.1-2build4
pycsw	2.4.2	pycsw	2.4.2+dfsg-1
pycuda-dbg	#	#	2018.1.1-4build2
pycuda	2018.1.1	pycuda	2018.1.1-4build2
pycurl-dbg	#	#	7.43.0.2-1ubuntu5
pycurl	7.43.0.2	pycurl	7.43.0.2-1ubuntu5
pydantic	1.2	pydantic	1.2-1
pydbus	0.6.0	pydbus	0.6.0-2build1
pydecorate	0.2.1	pydecorate	0.2.1-1
pydenticon	0.3.1	pydenticon	0.3.1-2
pydicom	1.4.1	pydicom	1.4.1-1
pydispatch	2.0.5	pydispatch	2.0.5-2
pydl	0.7.0	pydl	0.7.0-1
pydocstyle	2.1.1	pydocstyle	2.1.1-1
pydot-ng	1.0.0	pydot_ng	1.0.0-5
pydot	1.4.1	pydot	1.4.1-3
pydotplus	2.0.2	pydotplus	2.0.2-3
pydrive	1.3.1	pydrive	1.3.1-0ubuntu1
pyds9	1.8.1	pyds9	1.8.1-5
pydub	0.23.1	pydub	0.23.1-2
pyeapi	0.8.1	pyeapi	0.8.1-2
pyeclib	1.6.0	pyeclib	1.6.0-6build1
pyee	3.0.3	pyee	3.0.3-2
pyelftools	0.26	#	0.26-1ubuntu1
pyepsg	0.3.2	pyepsg	0.3.2-2ubuntu1
pyethash	0.1.27	pyethash	0.1.27-2build1
pyface	6.1.2	pyface	6.1.2-2
pyfai-dbg	#	#	0.19.0+dfsg1-1build1
pyfai	0.19.0	#	0.19.0+dfsg1-1build1
pyfaidx	0.5.8	pyfaidx	0.5.8-2
pyfftw	0.12.0	pyfftw	0.12.0-1build1
pyfg	0.50	#	0.50-2
pyfiglet	0.8.post0	pyfiglet	0.8.0+dfsg-1
pyflakes	2.1.1	pyflakes	2.1.1-2
pyflow	-VERSION-	pyflow	1.1.20-2
pyfribidi	0.12.0	pyfribidi	0.12.0+repack-7build1
pyftpdlib	1.5.4	pyftpdlib	1.5.4-2build1
pygac	1.3.1	pygac	1.3.1-1build1
pygal	2.4.0	pygal	2.4.0-2.1
pygalmesh	0.5.2	pygalmesh	0.5.2-1
pygame	1.9.6	pygame	1.9.6+dfsg-2build1
pygccxml	1.9.1	pygccxml	1.9.1-2
pygeoif	0.7	pygeoif	0.7-2
pygeoip	0.3.2	pygeoip	0.3.2-5
pygerrit2	2.0.4	pygerrit2	2.0.4-2
pygetdata	(0, 10, 0, '')	pygetdata	0.10.0-6build3
pyghmi	1.4.1	pyghmi	1.4.1-2
pygit2	1.0.3	pygit2	1.0.3-1
pyglet	1.4.10	pyglet	1.4.10-1
pyglossary	3.2.1	pyglossary	3.2.1-1
pygments	2.3.1	pygments	2.3.1+dfsg-1ubuntu2.2
pygnuplot	0.11.16	#	0.11.16-3
pygpu-dbg	#	#	0.7.6-5build1
pygpu	0.7.6	pygpu	0.7.6-5build1
pygrace	1.17.4	pygrace	0.6-2
pygraphviz-dbg	#	#	1.5-4build1
pygraphviz	1.5	pygraphviz	1.5-4build1
pygresql	5.1	#	1:5.1-1build1
pygtail	0.6.1	pygtail	0.6.1-2
pygtrie	2.2	pygtrie	2.2-1
pyhamtools	0.7.4	pyhamtools	0.7.4-2
pyicloud	0.9.1	pyicloud	0.9.1-3
pyinotify	0.9.6	pyinotify	0.9.6-1.2ubuntu1
pyinsane	#	#	2.0.13-1
pyiosxr	0.52	#	0.52-1.1
pyisomd5sum	$	pyisomd5sum	1:1.2.3-4build1
pyjavaproperties	0.7	pyjavaproperties	0.7-2build1
pyjokes	0.5.0	pyjokes	0.5.0-3
pykafka	2.7.0	pykafka	2.7.0-1build2
pykcs11	1.5.7	#	1.5.7-1build1
pykdl	#	#	1.4.0-7ubuntu1
pykdtree	1.3.1	pykdtree	1.3.1-4build2
pykka	2.0.2	pykka	2.0.2-6
pykmip	0.9.1	#	0.9.1-2
pyknon	1.2	pyknon	1.2-3
pykwalify	1.7.0	pykwalify	1.7.0-3
pylama	7.4.3	pylama	7.4.3-3
pylast	3.1.0	pylast	3.1.0-1
pyld	0.6.8	pyld	0.6.8-2
pyldap	#	#	3.2.0-4ubuntu2.1
pylibacl-dbg	#	#	0.5.4-2
pylibacl	0.5.4	#	0.5.4-2
pylibmc	1.5.2	pylibmc	1.5.2-2build1
pylibsrtp	0.6.1	pylibsrtp	0.6.1-1build1
pylint-celery	0.3	pylint_celery	0.3-5
pylint-common	0.2.5	pylint_common	0.2.5-4
pylint-django	2.0.13	pylint_django	2.0.13-1
pylint-flask	0.5	pylint_flask	0.5-4
pylint-plugin-utils	0.6	pylint_plugin_utils	0.6-1
pyluach	1.0.1	pyluach	1.0.1-2
pylxd	2.2.10	pylxd	2.2.10-1
pymacaroons	0.13.0	pymacaroons	0.13.0-3
pymad-dbg	#	#	0.10-4build1
pymad	0.10	#	0.10-4build1
pymca5-dbg	#	#	5.5.4+dfsg-1build1
pymca5	5.5.4	#	5.5.4+dfsg-1build1
pymeasure	0.5	pymeasure	0.5-1
pymediainfo	4.1	pymediainfo	4.1-1
pymeeus	0.3.6	pymeeus	0.3.6-3
pymemcache	2.2.2	pymemcache	2.2.2-2
pymoc	0.5.0	pymoc	0.5.0-4
pymodbus	2.1.0	pymodbus	2.1.0+dfsg-2
pymol	2.3.0	pymol	2.3.0+dfsg-1build1
pymongo-ext	#	#	3.10.1-0ubuntu2
pymongo	3.10.1	pymongo	3.10.1-0ubuntu2
pympler	0.7	pympler	0.7+dfsg1-1build1
pymssql	2.1.4	pymssql	2.1.4+dfsg-3build2
pymummer	0.10.3	pymummer	0.10.3-2
pymysql	0.9.3	pymysql	0.9.3-2ubuntu3
pymzml	0.7.6	pymzml	0.7.6-dfsg-5.2
pynag	1.1.2	pynag	1.1.2+dfsg-2
pynetstring	0.2	pynetstring	0.2-2
pynfft-dbg	#	#	1.3.2-3build1
pynfft	1.3.2	pynfft	1.3.2-3build1
pyngus	2.2.2	pyngus	2.2.2-4
pyninjotiff	0.2.0	pyninjotiff	0.2.0-1
pynliner	0.8.0	pynliner	0.8.0-2
pynlpl	1.2.9	pynlpl	1.2.9-1
pynvim	0.4.1	pynvim	0.4.1-1
pynvml	$	pynvml	7.352.0-3
pynwb	1.2.1	pynwb	1.2.1-2
pyo	1.0.0	pyo	1.0.0-2.1build1
pyocd	0.13.1	pyocd	0.13.1+dfsg-1
pyocr	0.7.2	pyocr	0.7.2-2
pyodbc-dbg	#	#	4.0.22-2build2
pyodbc	4.0.22	pyodbc	4.0.22-2build2
pyopencl-dbg	#	#	2019.1.1-1build1
pyopencl	2019.1.1	pyopencl	2019.1.1-1build1
pyopencolorio	#	#	1.1.1~dfsg0-6
pyorbital	1.5.0	pyorbital	1.5.0-4
