Package Name	Version	Top-level Module	Apt_version
xstatic-font-awesome	#	#	4.7.0.0-4
xstatic-hogan	#	#	2.0.0.2-2
xstatic-jasmine	#	#	2.4.1.1-3
xstatic-jquery-migrate	#	#	1.2.1.1+dfsg1-2
xstatic-jquery-ui	#	#	1.12.0.1+debian+dfsg3-3
xstatic-jquery.bootstrap.wizard	#	#	1.0.0.1-2
xstatic-jquery.quicksearch	#	#	2.0.4.1-2
xstatic-jquery.tablesorter	#	#	2.14.5.1-4
xstatic-jquery	#	#	1.12.4.1-2
xstatic-js-yaml	#	#	3.8.1.0-1
xstatic-jsencrypt	#	#	2.3.1.1-3
xstatic-json2yaml	#	#	0.1.1.0-1
xstatic-magic-search	#	#	0.2.5.1-2
xstatic-mdi	#	#	1.4.57.0-2
xstatic-objectpath	#	#	1.2.1.0-3
xstatic-qunit	#	#	1.14.0.2-3
xstatic-rickshaw	#	#	1.5.0.2-3
xstatic-roboto-fontface	#	#	0.5.0.0-3
xstatic-smart-table	#	#	1.4.13.2-3
xstatic-spin	#	#	1.2.8.0+dfsg1-2
xstatic-term.js	#	#	0.0.7.0-3
xstatic-tv4	#	#	1.2.7.0-3
xstatic	$	xstatic	1.0.0-7
xtermcolor	$	xtermcolor	1.2.1-2.1
xvfbwrapper	$	xvfbwrapper	0.2.9-2
yade	$	yade	2020.01a-6build2
yaml-dbg	#	#	5.3.1-1ubuntu0.1
yaml-dbg	#	#	5.3.1-1ubuntu0.1
yaml	5.3.1	yaml	5.3.1-1ubuntu0.1
yaml	&	&	5.3.1-1ubuntu0.1
yamlordereddictloader	$	yamlordereddictloader	0.4.0-1
yang-dbg	#	#	0.16.105-3build1
yang	$	yang	0.16.105-3build1
yapf	0.29.0	yapf	0.29.0-1
yappi	$	yappi	1.0-1build2
yapps	2.2.1	yapps	2.2.1-3.1
yapsy	1.12.0	yapsy	1.12.0-1.2
yaql	1.1.3	yaql	1.1.3-5
yara	3.11.0	yara	3.11.0-1build1
yarl	1.4.2	yarl	1.4.2-2
yaswfp	$	yaswfp	0.9.3-1
yattag	1.11.1	yattag	1.11.1-2
yenc	$	yenc	0.4.0-8build1
yowsup	3.2.3	yowsup	3.2.3-1
yt	3.5.1	yt	3.5.1-3build1
yubico	1.3.3	yubico	1.3.3-0.3
yubikey-manager	#	#	3.1.1-1
z3	$	z3	4.8.7-4build1
z3	$	z3	4.8.7-4build1
zake	$	zake	0.2.2-3
zaqar-ui	7.0.0	zaqar_ui	7.0.0~b1~git2019071614.472d462-0ubuntu1
zaqar	10.0.0	zaqar	10.0.0-0ubuntu0.20.04.1
zaqarclient	1.11.0	zaqarclient	1.11.0-0ubuntu3
zarr	2.4.0+ds	zarr	2.4.0+ds-1
zbar	$	zbar	0.23-1.3
zbar	$	zbar	0.23-1.3
zc.buildout	$	zc	2.13.2-4
zc.customdoctests	$	zc	1.0.1-2
zc.lockfile	$	zc	2.0-1
zeep	3.4.0	zeep	3.4.0-1
zeitgeist	$	zeitgeist	1.0.2-3ubuntu2
zeroc-ice	#	#	3.7.3-1build2
zeroconf	0.24.4	zeroconf	0.24.4-0ubuntu1
zfec	1.5.2	zfec	1.5.2-2.1build1
zhmcclient	0.31.0	zhmcclient	0.31.0-0ubuntu3~20.04.1
zict	0.1.3	zict	0.1.3-1
zipp	$	zipp	1.0.0-1
zipstream	&	&	1.1.4-1
zipstream	1.1.4	zipstream	1.1.4-1
zmq-dbg	#	#	18.1.1-3
zmq	18.1.1	zmq	18.1.1-3
zodbpickle	$	zodbpickle	1.0-3build2
zookeeper	3.4.12	zookeeper	3.4.13-5build1
zope.component	$	zope	4.3.0-3
zope.configuration	$	zope	4.3.1-1
zope.deprecation	$	zope	4.4.0-4
zope.event	$	zope	4.4-2build1
zope.exceptions	$	zope	4.3-2
zope.hookable	$	zope	5.0.0-1build1
zope.i18nmessageid	$	zope	5.0.0-2build1
zope.interface-dbg	#	#	4.7.1-1
zope.interface	$	zope	4.7.1-1
zope.location	$	zope	4.2-2
zope.proxy	$	zope	4.3.3-1build1
zope.schema	$	zope	4.9.3-1
zope.security	$	zope	5.1.0-1
zope.testing	$	zope	4.6.2-3
zope.testrunner	$	zope	4.4.9-4
zunclient	4.0.0	zunclient	4.0.0-0ubuntu1
zvmcloudconnector	#	#	2.0.0~b1~git2019062011.4fc9142.really.1.4.1-0ubuntu3
zxcvbn	$	zxcvbn	4.4.28-2
zzzeeksphinx	1.0.20	zzzeeksphinx	1.0.20-3ubuntu2
